cow_id,date,days_in_lactation,body_temp_c,activity_index,rumination_min,milk_yield_l,ambient_temp_c,humidity_pct,thi,health_status,alert_flag
COW_11,2025-06-29,167,38.98,42.6,468.3,29.94,25.9,62.2,23.5,Healthy,0
COW_12,2025-06-29,68,38.57,61.6,469.3,21.5,30.5,61.9,27.2,Healthy,0
COW_13,2025-06-29,157,38.67,48.4,422.2,29.0,30.3,66.9,27.4,Healthy,0
COW_14,2025-06-29,138,38.72,62.5,455.7,30.95,28.9,57.8,25.5,Healthy,0
COW_15,2025-06-29,206,38.76,54.4,545.0,31.27,26.7,69.2,24.7,Healthy,0
COW_16,2025-06-29,101,38.52,75.5,445.1,31.66,30.1,70.3,27.6,Healthy,0
COW_17,2025-06-29,77,38.54,57.8,495.4,26.12,27.6,73.8,25.7,Healthy,0
COW_18,2025-06-29,60,38.52,72.7,431.9,29.51,27.9,76.9,26.2,Healthy,0
COW_19,2025-06-29,84,38.48,46.7,487.8,34.24,27.0,71.0,25.0,Healthy,0
COW_20,2025-06-29,255,39.02,43.0,490.2,37.32,28.3,67.0,25.8,Healthy,0
COW_21,2025-06-29,115,38.56,58.7,493.3,25.41,27.5,59.8,24.6,Healthy,0
COW_22,2025-06-29,234,38.54,41.9,476.2,23.94,26.8,54.4,23.7,Healthy,0
COW_23,2025-06-29,48,38.5,55.4,502.5,30.85,28.3,64.6,25.6,Healthy,0
COW_24,2025-06-29,178,38.88,67.6,432.6,26.6,27.1,55.5,24.0,Healthy,0
COW_25,2025-06-29,235,38.26,52.1,496.2,21.74,29.3,51.9,25.4,Healthy,0
COW_26,2025-06-29,115,38.8,42.6,502.8,22.79,27.4,60.5,24.6,Healthy,0
COW_27,2025-06-29,53,38.33,63.8,553.0,31.08,27.7,74.8,25.9,Healthy,0
COW_28,2025-06-29,209,38.74,47.6,503.8,19.23,32.5,60.5,28.6,Healthy,0
COW_29,2025-06-29,119,38.82,62.4,472.6,26.31,27.6,67.4,25.2,Healthy,0
COW_30,2025-06-29,202,38.84,53.6,473.3,28.87,24.3,63.1,22.3,Healthy,0
COW_01,2025-06-30,55,38.57,62.1,415.3,34.36,28.6,77.3,26.9,Healthy,0
COW_02,2025-06-30,223,38.47,49.4,490.2,30.07,29.0,68.1,26.4,Healthy,0
COW_03,2025-06-30,80,38.74,50.4,499.6,31.13,30.1,69.2,27.5,Healthy,0
COW_04,2025-06-30,77,38.47,49.1,513.0,22.6,28.4,54.4,24.9,Healthy,0
COW_05,2025-06-30,138,38.38,40.1,475.7,21.07,28.8,61.9,25.8,Healthy,0
COW_06,2025-06-30,217,38.43,59.5,470.9,19.59,28.3,61.2,25.3,Healthy,0
COW_07,2025-06-30,242,38.71,53.0,543.9,31.97,28.4,57.9,25.2,Healthy,0
COW_08,2025-06-30,205,38.54,48.9,532.4,35.64,26.9,52.1,23.7,Healthy,0
COW_09,2025-06-30,209,38.63,58.0,501.0,35.94,28.6,59.2,25.4,Healthy,0
COW_10,2025-06-30,270,38.5,54.1,469.8,26.71,28.3,76.5,26.6,Healthy,0
COW_11,2025-06-30,168,38.91,37.3,442.2,31.07,27.4,68.2,25.1,Healthy,0
COW_12,2025-06-30,69,38.74,57.5,500.2,18.99,27.0,68.4,24.8,Healthy,0
COW_13,2025-06-30,158,38.49,60.7,442.1,27.18,28.5,74.4,26.5,Healthy,0
COW_14,2025-06-30,139,38.54,55.3,458.3,33.4,27.0,66.0,24.7,Healthy,0
COW_15,2025-06-30,207,38.9,56.3,526.6,28.69,30.5,73.8,28.2,Healthy,0
COW_16,2025-06-30,102,38.83,67.6,444.4,31.14,25.2,62.8,23.0,Healthy,0
COW_17,2025-06-30,78,38.49,50.2,505.8,28.45,30.5,67.8,27.6,Healthy,0
COW_18,2025-06-30,61,38.62,63.8,490.6,28.81,26.6,66.6,24.4,Healthy,0
COW_19,2025-06-30,85,38.55,57.3,486.6,36.52,30.9,62.2,27.5,Healthy,0
COW_20,2025-06-30,256,38.91,36.1,461.9,36.38,27.4,67.7,25.1,Healthy,0
COW_21,2025-06-30,116,38.46,64.4,490.7,23.51,32.7,67.6,29.4,Healthy,0
COW_22,2025-06-30,235,38.66,42.8,515.7,20.68,29.3,73.7,27.1,Healthy,0
COW_23,2025-06-30,49,38.58,54.7,502.3,35.19,26.2,62.3,23.8,Healthy,0
COW_24,2025-06-30,179,38.88,70.5,451.8,27.7,26.9,73.4,25.1,Healthy,0
COW_25,2025-06-30,236,38.37,61.5,476.3,21.89,26.3,65.8,24.1,Healthy,0
COW_26,2025-06-30,116,39.13,45.5,466.0,21.15,29.1,75.7,27.2,Healthy,0
COW_27,2025-06-30,54,38.4,71.5,548.5,33.85,26.2,65.3,23.9,Healthy,0
COW_28,2025-06-30,210,38.57,42.1,484.7,17.19,28.4,49.8,24.6,Healthy,0
COW_29,2025-06-30,120,38.84,64.7,472.9,25.76,27.5,54.4,24.2,Healthy,0
COW_30,2025-06-30,203,38.84,63.0,493.6,28.45,27.3,63.1,24.7,Healthy,0
COW_01,2025-07-01,56,38.46,54.9,400.9,35.18,30.6,63.6,27.4,Healthy,0
COW_02,2025-07-01,224,38.54,49.9,535.9,28.88,27.5,59.0,24.6,Healthy,0
COW_03,2025-07-01,81,38.82,44.1,480.0,28.09,28.2,60.4,25.2,Healthy,0
COW_04,2025-07-01,78,38.69,69.2,513.4,22.77,27.3,61.8,24.6,Healthy,0
COW_05,2025-07-01,139,38.37,35.7,489.1,16.52,29.1,66.0,26.4,Healthy,0
COW_06,2025-07-01,218,38.69,64.4,472.3,22.9,28.2,70.9,26.0,Healthy,0
COW_07,2025-07-01,243,38.6,60.6,530.6,33.49,28.9,61.4,25.8,Healthy,0
COW_08,2025-07-01,206,38.42,51.7,513.0,33.29,25.3,79.0,24.0,Healthy,0
COW_09,2025-07-01,210,38.62,60.2,482.6,36.08,27.1,60.8,24.4,Healthy,0
COW_10,2025-07-01,271,38.52,65.2,500.3,26.78,28.9,63.1,26.0,Healthy,0
COW_11,2025-07-01,169,38.77,50.2,441.6,33.52,25.4,56.3,22.8,Healthy,0
COW_12,2025-07-01,70,38.62,64.5,441.1,22.14,29.7,70.6,27.3,Healthy,0
COW_13,2025-07-01,159,38.71,60.7,429.7,27.64,28.8,64.1,26.0,Healthy,0
COW_14,2025-07-01,140,38.56,46.7,449.5,34.65,27.7,53.7,24.4,Healthy,0
COW_15,2025-07-01,208,38.74,58.3,534.0,28.71,29.7,66.5,26.9,Healthy,0
COW_16,2025-07-01,103,38.73,69.4,450.7,30.57,28.3,73.1,26.3,Healthy,0
COW_17,2025-07-01,79,38.61,58.2,486.2,26.26,26.4,54.3,23.4,Healthy,0
COW_18,2025-07-01,62,38.51,77.2,477.1,29.51,29.4,73.7,27.2,Healthy,0
COW_19,2025-07-01,86,38.63,47.7,520.3,35.7,29.6,64.0,26.6,Healthy,0
COW_20,2025-07-01,257,38.9,46.2,473.2,36.3,25.9,79.3,24.6,Healthy,0
COW_21,2025-07-01,117,38.48,55.6,469.8,22.23,27.4,60.3,24.6,Healthy,0
COW_22,2025-07-01,236,38.53,40.1,496.2,22.33,25.9,56.0,23.1,Healthy,0
COW_23,2025-07-01,50,38.64,56.9,505.3,37.31,28.9,74.0,26.9,Healthy,0
COW_24,2025-07-01,180,38.84,64.7,452.4,26.44,28.4,59.1,25.3,Healthy,0
COW_25,2025-07-01,237,38.42,60.2,515.7,22.46,27.0,44.7,23.2,Healthy,0
COW_26,2025-07-01,117,38.77,55.2,508.1,23.27,27.6,66.4,25.2,Healthy,0
COW_27,2025-07-01,55,38.52,52.3,603.4,32.97,27.3,72.8,25.3,Healthy,0
COW_28,2025-07-01,211,38.68,40.4,482.2,20.68,31.5,56.4,27.4,Healthy,0
COW_29,2025-07-01,121,38.96,56.2,482.8,26.87,28.5,64.1,25.7,Healthy,0
COW_30,2025-07-01,204,39.04,54.9,476.4,27.82,25.8,67.5,23.8,Healthy,0
COW_01,2025-07-02,57,38.41,68.3,404.9,31.36,29.0,61.8,25.9,Healthy,0
COW_02,2025-07-02,225,38.39,42.2,492.0,28.91,28.5,65.4,25.8,Healthy,0
COW_03,2025-07-02,82,38.67,62.9,482.2,30.01,27.6,65.6,25.2,Healthy,0
COW_04,2025-07-02,79,38.48,60.4,513.7,20.15,27.0,55.7,24.0,Healthy,0
COW_05,2025-07-02,140,38.63,38.1,481.7,21.86,29.8,59.4,26.4,Healthy,0
COW_06,2025-07-02,219,38.51,71.8,447.5,23.94,29.4,70.3,26.9,Healthy,0
COW_07,2025-07-02,244,38.82,64.2,522.9,33.16,25.5,67.3,23.5,Healthy,0
COW_08,2025-07-02,207,38.56,51.1,535.7,35.2,27.6,63.7,25.0,Healthy,0
COW_09,2025-07-02,211,38.47,63.1,508.7,36.81,30.9,63.5,27.6,Healthy,0
COW_10,2025-07-02,272,38.66,63.4,466.3,27.37,30.5,63.6,27.3,Healthy,0
COW_11,2025-07-02,170,38.94,54.9,464.1,31.9,28.0,56.8,24.8,Healthy,0
COW_12,2025-07-02,71,38.48,61.8,469.6,21.68,28.3,66.8,25.8,Healthy,0
COW_13,2025-07-02,160,38.54,51.7,448.5,26.01,27.3,65.8,24.9,Healthy,0
COW_14,2025-07-02,141,38.7,38.5,447.8,33.21,28.2,69.5,25.9,Healthy,0
COW_15,2025-07-02,209,38.86,54.9,490.4,28.11,27.0,55.5,23.9,Healthy,0
COW_16,2025-07-02,104,38.65,67.2,438.4,33.36,23.3,68.1,21.7,Healthy,0
COW_17,2025-07-02,80,38.63,56.0,504.7,23.81,31.1,57.8,27.2,Healthy,0
COW_18,2025-07-02,63,38.6,76.6,481.1,29.46,29.8,64.3,26.8,Healthy,0
COW_19,2025-07-02,87,38.65,58.9,490.7,38.06,26.8,71.2,24.9,Healthy,0
COW_20,2025-07-02,258,38.88,41.9,458.1,35.32,30.3,76.1,28.2,Healthy,0
COW_21,2025-07-02,118,38.47,64.6,488.9,22.49,29.1,68.8,26.6,Healthy,0
COW_22,2025-07-02,237,38.33,46.8,481.2,21.22,25.4,56.2,22.8,Healthy,0
COW_23,2025-07-02,51,38.54,49.5,493.7,34.25,28.6,68.2,26.1,Healthy,0
COW_24,2025-07-02,181,38.99,72.2,440.4,22.7,28.7,62.4,25.8,Healthy,0
COW_25,2025-07-02,238,38.36,62.1,459.4,21.18,29.0,76.9,27.1,Healthy,0
COW_26,2025-07-02,118,38.92,50.8,486.9,23.29,31.0,67.0,28.0,Healthy,0
COW_27,2025-07-02,56,38.71,65.4,543.0,34.04,25.2,72.2,23.5,Healthy,0
COW_28,2025-07-02,212,38.65,43.6,474.8,18.7,29.2,61.1,26.1,Healthy,0
COW_29,2025-07-02,122,38.71,54.1,494.2,26.62,29.7,76.1,27.7,Healthy,0
COW_30,2025-07-02,205,38.91,65.4,502.8,33.11,27.9,62.9,25.1,Healthy,0
COW_01,2025-07-03,58,38.44,60.2,426.5,34.81,28.1,70.2,25.9,Healthy,0
COW_02,2025-07-03,226,38.41,52.9,516.4,28.77,27.0,69.4,24.9,Healthy,0
COW_03,2025-07-03,83,38.68,55.7,502.2,31.86,28.4,69.7,26.1,Healthy,0
COW_04,2025-07-03,80,38.59,59.4,469.8,23.43,29.1,63.0,26.1,Healthy,0
COW_05,2025-07-03,141,38.42,43.6,487.5,18.11,27.8,52.2,24.3,Healthy,0
COW_06,2025-07-03,220,38.75,63.0,441.7,22.01,28.9,69.0,26.5,Healthy,0
COW_07,2025-07-03,245,38.68,51.0,525.3,33.11,30.3,51.4,26.1,Healthy,0
COW_08,2025-07-03,208,38.43,60.5,529.5,33.64,28.6,56.9,25.3,Healthy,0
COW_09,2025-07-03,212,38.88,55.7,496.5,35.4,28.5,71.7,26.3,Healthy,0
COW_10,2025-07-03,273,38.57,62.9,468.6,27.9,25.9,60.0,23.4,Healthy,0
COW_11,2025-07-03,171,38.85,40.6,440.2,31.66,26.3,67.6,24.2,Healthy,0
COW_12,2025-07-03,72,38.57,58.0,451.6,19.51,26.4,59.0,23.7,Healthy,0
COW_13,2025-07-03,161,38.72,54.8,419.1,26.9,30.4,42.5,25.4,Healthy,0
COW_14,2025-07-03,142,38.72,48.7,463.3,34.43,25.4,80.2,24.2,Healthy,0
COW_15,2025-07-03,210,38.99,56.9,520.2,27.39,28.4,72.9,26.3,Healthy,0
COW_16,2025-07-03,105,38.87,58.9,446.8,32.05,27.3,73.3,25.4,Healthy,0
COW_17,2025-07-03,81,38.75,47.3,491.3,24.4,28.5,56.2,25.1,Healthy,0
COW_18,2025-07-03,64,38.53,78.1,496.3,29.19,27.3,76.7,25.6,Healthy,0
COW_19,2025-07-03,88,38.55,57.3,490.6,36.49,26.3,67.0,24.2,Healthy,0
COW_20,2025-07-03,259,38.94,41.8,472.5,36.16,27.7,67.7,25.3,Healthy,0
COW_21,2025-07-03,119,38.64,60.0,486.4,23.83,29.1,66.3,26.4,Healthy,0
COW_22,2025-07-03,238,38.54,40.5,486.9,22.34,31.3,64.8,28.1,Healthy,0
COW_23,2025-07-03,52,38.55,52.6,495.7,34.27,29.2,57.0,25.7,Healthy,0
COW_24,2025-07-03,182,38.89,66.3,442.3,25.05,27.8,76.8,26.1,Healthy,0
COW_25,2025-07-03,239,38.51,52.3,475.9,20.79,27.1,68.3,24.9,Healthy,0
COW_26,2025-07-03,119,38.92,51.5,501.1,23.71,29.3,70.7,26.9,Healthy,0
COW_27,2025-07-03,57,38.37,55.8,561.0,34.38,27.6,77.2,25.9,Healthy,0
COW_28,2025-07-03,213,38.89,49.3,472.7,19.22,26.7,71.4,24.8,Healthy,0
COW_29,2025-07-03,123,38.75,61.1,469.0,24.72,27.7,69.7,25.5,Healthy,0
COW_30,2025-07-03,206,38.76,62.5,489.0,30.49,26.2,67.8,24.2,Healthy,0
COW_01,2025-07-04,59,38.24,60.8,408.8,30.87,26.6,62.3,24.1,Healthy,0
COW_02,2025-07-04,227,38.51,41.2,504.3,29.4,26.5,66.5,24.3,Healthy,0
COW_03,2025-07-04,84,38.57,53.1,498.8,30.69,28.2,72.1,26.1,Healthy,0
COW_04,2025-07-04,81,38.44,54.2,519.5,18.35,27.4,55.6,24.2,Healthy,0
COW_05,2025-07-04,142,38.41,45.8,479.9,16.74,29.4,67.9,26.7,Healthy,0
COW_06,2025-07-04,221,38.57,61.2,473.9,21.66,29.6,87.9,28.6,Healthy,0
COW_07,2025-07-04,246,38.57,68.4,553.7,33.34,26.9,69.9,24.9,Healthy,0
COW_08,2025-07-04,209,38.63,44.0,528.7,35.93,28.5,65.8,25.8,Healthy,0
COW_09,2025-07-04,213,38.57,65.7,496.3,36.41,26.5,68.3,24.4,Healthy,0
COW_10,2025-07-04,274,38.63,62.0,479.6,27.8,27.8,65.1,25.2,Healthy,0
COW_11,2025-07-04,172,38.77,48.1,452.1,33.16,28.4,74.9,26.4,Healthy,0
COW_12,2025-07-04,73,38.6,54.6,454.4,21.53,26.9,76.7,25.3,Healthy,0
COW_13,2025-07-04,162,38.42,70.6,437.9,26.06,27.8,65.5,25.3,Healthy,0
COW_14,2025-07-04,143,38.46,54.3,460.3,34.55,27.1,71.6,25.2,Healthy,0
COW_15,2025-07-04,211,38.76,54.3,533.7,25.33,27.8,61.6,25.0,Healthy,0
COW_16,2025-07-04,106,38.66,67.2,462.3,32.09,32.6,66.2,29.3,Healthy,0
COW_17,2025-07-04,82,38.44,47.7,515.1,28.77,30.6,59.5,27.0,Healthy,0
COW_18,2025-07-04,65,38.61,71.1,467.1,29.7,27.8,59.7,24.9,Healthy,0
COW_19,2025-07-04,89,38.6,52.8,496.7,36.62,27.0,64.0,24.5,Healthy,0
COW_20,2025-07-04,260,38.85,43.6,466.3,36.95,26.9,70.7,24.9,Healthy,0
COW_21,2025-07-04,120,38.59,64.3,477.3,23.42,28.5,60.1,25.4,Healthy,0
COW_22,2025-07-04,239,38.7,39.7,460.0,20.94,25.5,65.1,23.4,Healthy,0
COW_23,2025-07-04,53,38.65,51.2,505.5,32.89,30.2,61.7,26.9,Healthy,0
COW_24,2025-07-04,183,38.9,57.3,431.2,25.66,26.2,52.5,23.1,Healthy,0
COW_25,2025-07-04,240,38.55,65.0,481.4,23.46,26.3,69.2,24.3,Healthy,0
COW_26,2025-07-04,120,38.86,45.3,502.8,23.45,27.4,86.4,26.5,Healthy,0
COW_27,2025-07-04,58,38.6,63.0,542.6,36.26,26.7,78.9,25.3,Healthy,0
COW_28,2025-07-04,214,38.5,40.5,479.0,20.79,29.7,76.0,27.7,Healthy,0
COW_29,2025-07-04,124,38.74,57.3,465.7,29.62,25.1,69.0,23.3,Healthy,0
COW_30,2025-07-04,207,38.91,59.7,477.0,31.3,31.0,56.1,27.0,Healthy,0
COW_01,2025-07-05,60,38.54,54.4,421.9,31.98,27.3,73.0,25.4,Healthy,0
COW_02,2025-07-05,228,38.34,55.1,524.1,28.63,28.3,45.7,24.2,Healthy,0
COW_03,2025-07-05,85,38.73,59.5,489.1,28.86,28.3,41.6,23.9,Healthy,0
COW_04,2025-07-05,82,38.77,55.8,507.1,23.36,30.5,63.4,27.3,Healthy,0
COW_05,2025-07-05,143,38.32,42.2,460.8,17.62,27.0,74.8,25.2,Healthy,0
COW_06,2025-07-05,222,38.6,69.7,455.0,20.78,26.9,56.3,23.9,Healthy,0
COW_07,2025-07-05,247,38.49,53.5,529.1,36.78,27.1,65.8,24.8,Healthy,0
COW_08,2025-07-05,210,38.48,47.0,512.5,33.66,30.0,64.1,26.9,Healthy,0
COW_09,2025-07-05,214,38.57,53.8,481.0,40.01,27.4,53.3,24.1,Healthy,0
COW_10,2025-07-05,275,38.59,56.5,484.8,26.66,25.4,57.6,22.9,Healthy,0
COW_11,2025-07-05,173,38.82,46.9,444.7,30.43,27.4,59.2,24.5,Healthy,0
COW_12,2025-07-05,74,38.55,52.6,458.4,18.03,26.6,72.8,24.8,Healthy,0
COW_13,2025-07-05,163,38.6,66.2,434.9,26.91,29.0,59.4,25.7,Healthy,0
COW_14,2025-07-05,144,38.45,51.9,446.0,33.12,28.4,73.6,26.4,Healthy,0
COW_15,2025-07-05,212,38.83,51.8,522.7,31.12,27.3,67.3,25.0,Healthy,0
COW_16,2025-07-05,107,38.63,57.9,442.2,33.78,25.8,47.7,22.5,Healthy,0
COW_17,2025-07-05,83,38.57,48.1,498.4,26.92,28.5,73.1,26.4,Healthy,0
COW_18,2025-07-05,66,38.54,70.8,466.3,30.56,29.7,72.8,27.4,Healthy,0
COW_19,2025-07-05,90,38.49,67.2,513.4,36.83,29.5,49.2,25.3,Healthy,0
COW_20,2025-07-05,261,38.8,39.5,455.3,34.44,29.3,57.2,25.8,Healthy,0
COW_21,2025-07-05,121,38.53,54.8,477.0,20.64,26.8,67.1,24.6,Healthy,0
COW_22,2025-07-05,240,38.51,34.1,511.2,20.66,25.3,72.2,23.7,Healthy,0
COW_23,2025-07-05,54,38.59,57.5,485.3,33.07,27.4,60.9,24.6,Healthy,0
COW_24,2025-07-05,184,38.97,66.9,443.6,25.89,28.1,69.8,25.8,Healthy,0
COW_25,2025-07-05,241,38.46,56.3,485.2,21.81,31.4,76.4,29.2,Healthy,0
COW_26,2025-07-05,121,38.68,53.6,484.1,23.75,31.6,57.3,27.6,Healthy,0
COW_27,2025-07-05,59,38.73,62.4,576.5,29.09,27.5,73.8,25.6,Healthy,0
COW_28,2025-07-05,215,38.72,46.8,499.8,18.05,25.0,68.5,23.2,Healthy,0
COW_29,2025-07-05,125,38.77,55.8,464.1,27.45,28.9,66.5,26.2,Healthy,0
COW_30,2025-07-05,208,38.96,44.6,497.2,26.71,27.0,54.5,23.9,Healthy,0
COW_01,2025-07-06,61,38.5,67.7,419.2,31.66,27.3,66.9,25.0,Healthy,0
COW_02,2025-07-06,229,38.37,47.0,489.2,30.08,30.7,55.6,26.7,Healthy,0
COW_03,2025-07-06,86,38.72,35.3,458.9,30.07,28.4,55.7,25.0,Healthy,0
COW_04,2025-07-06,83,38.73,51.7,518.9,21.37,26.8,64.8,24.4,Healthy,0
COW_05,2025-07-06,144,38.33,46.8,475.2,19.53,27.4,72.0,25.5,Healthy,0
COW_06,2025-07-06,223,38.42,75.4,466.5,24.07,27.2,63.6,24.7,Healthy,0
COW_07,2025-07-06,248,38.83,73.4,524.7,34.43,30.4,52.8,26.3,Healthy,0
COW_08,2025-07-06,211,38.4,44.7,537.7,35.34,28.5,62.9,25.6,Healthy,0
COW_09,2025-07-06,215,38.51,56.6,500.9,36.83,28.7,59.8,25.5,Healthy,0
COW_10,2025-07-06,276,38.68,62.1,464.3,24.82,27.5,77.5,25.9,Healthy,0
COW_11,2025-07-06,174,38.77,39.6,424.3,29.47,28.6,52.2,24.9,Healthy,0
COW_12,2025-07-06,75,38.4,60.3,473.8,20.23,28.1,74.0,26.1,Healthy,0
COW_13,2025-07-06,164,38.42,48.2,405.6,26.38,25.9,67.5,23.9,Healthy,0
COW_14,2025-07-06,145,38.57,56.1,455.2,32.8,27.3,62.6,24.6,Healthy,0
COW_15,2025-07-06,213,39.04,51.6,547.8,28.24,30.3,71.0,27.8,Healthy,0
COW_16,2025-07-06,108,38.61,73.3,451.0,31.56,24.9,68.6,23.1,Healthy,0
COW_17,2025-07-06,84,38.64,50.4,518.5,27.63,27.2,59.3,24.3,Healthy,0
COW_18,2025-07-06,67,38.5,73.3,473.1,27.35,28.7,66.2,26.0,Healthy,0
COW_19,2025-07-06,91,38.34,53.5,476.8,36.06,28.0,72.4,25.9,Healthy,0
COW_20,2025-07-06,262,38.83,48.6,454.7,35.77,26.1,71.7,24.3,Healthy,0
COW_21,2025-07-06,122,38.74,59.4,445.4,23.79,26.8,68.6,24.7,Healthy,0
COW_22,2025-07-06,241,38.51,49.3,474.1,20.66,28.2,69.7,25.9,Healthy,0
COW_23,2025-07-06,55,38.53,60.0,489.4,34.03,28.1,53.8,24.7,Healthy,0
COW_24,2025-07-06,185,38.96,50.5,445.5,26.23,27.0,65.3,24.6,Healthy,0
COW_25,2025-07-06,242,38.65,58.1,501.3,19.58,29.7,57.1,26.1,Healthy,0
COW_26,2025-07-06,122,38.76,48.7,484.3,24.88,26.9,70.2,24.8,Healthy,0
COW_27,2025-07-06,60,38.62,53.7,556.7,29.91,28.3,49.9,24.5,Healthy,0
COW_28,2025-07-06,216,38.56,46.9,489.7,20.14,29.1,71.7,26.8,Healthy,0
COW_29,2025-07-06,126,38.9,65.3,480.5,25.63,28.4,69.0,26.0,Healthy,0
COW_30,2025-07-06,209,38.87,63.2,459.4,28.97,26.9,77.6,25.4,Healthy,0
COW_01,2025-07-07,62,38.46,55.6,422.8,33.05,31.3,80.0,29.4,Healthy,0
COW_02,2025-07-07,230,38.4,49.6,529.5,27.18,27.9,79.6,26.4,Healthy,0
COW_03,2025-07-07,87,38.61,60.4,477.5,32.76,27.5,68.3,25.2,Healthy,0
COW_04,2025-07-07,84,38.53,60.3,515.5,22.95,25.1,64.0,23.0,Healthy,0
COW_05,2025-07-07,145,38.34,9.0,435.2,16.03,25.6,68.3,23.7,Lameness,0
COW_06,2025-07-07,224,38.66,66.7,470.3,23.2,27.0,53.7,23.8,Healthy,0
COW_07,2025-07-07,249,38.82,57.7,534.9,34.09,26.1,57.1,23.3,Healthy,0
COW_08,2025-07-07,212,38.53,44.1,517.3,35.79,28.8,57.1,25.4,Healthy,0
COW_09,2025-07-07,216,38.61,52.4,483.4,34.62,25.7,73.5,24.1,Healthy,0
COW_10,2025-07-07,277,38.51,66.7,489.4,27.84,25.5,72.5,23.8,Healthy,0
COW_11,2025-07-07,175,38.76,55.6,449.8,31.54,28.5,70.3,26.2,Healthy,0
COW_12,2025-07-07,76,38.53,59.1,441.1,20.07,26.3,67.7,24.2,Healthy,0
COW_13,2025-07-07,165,38.4,41.2,413.4,27.01,26.6,77.2,25.1,Healthy,0
COW_14,2025-07-07,146,38.54,54.4,458.0,31.75,25.0,68.4,23.2,Healthy,0
COW_15,2025-07-07,214,38.87,54.0,511.3,28.35,28.9,64.9,26.1,Healthy,0
COW_16,2025-07-07,109,38.68,57.5,467.4,33.21,29.2,69.7,26.8,Healthy,0
COW_17,2025-07-07,85,38.49,63.3,508.1,27.96,27.1,84.6,26.0,Healthy,0
COW_18,2025-07-07,68,38.79,76.8,482.6,29.58,27.8,57.0,24.6,Healthy,0
COW_19,2025-07-07,92,38.48,57.5,497.7,36.94,26.7,76.1,25.1,Healthy,0
COW_20,2025-07-07,263,38.98,46.0,471.3,36.16,26.7,58.5,23.9,Healthy,0
COW_21,2025-07-07,123,38.61,55.6,482.9,22.8,29.5,64.8,26.6,Healthy,0
COW_22,2025-07-07,242,38.66,43.4,493.0,22.59,27.8,63.9,25.2,Healthy,0
COW_23,2025-07-07,56,38.62,47.4,507.8,32.42,27.5,54.6,24.3,Healthy,0
COW_24,2025-07-07,186,38.98,63.9,471.7,27.14,27.3,63.4,24.8,Healthy,0
COW_25,2025-07-07,243,38.48,57.1,493.3,20.0,26.7,65.8,24.4,Healthy,0
COW_26,2025-07-07,123,38.7,39.8,493.6,21.2,29.8,52.8,25.8,Healthy,0
COW_27,2025-07-07,61,38.64,65.7,553.9,34.5,27.2,66.9,24.9,Healthy,0
COW_28,2025-07-07,217,38.68,45.0,489.5,18.88,27.2,85.9,26.2,Healthy,0
COW_29,2025-07-07,127,38.71,51.1,437.9,26.56,28.0,55.5,24.7,Healthy,0
COW_30,2025-07-07,210,38.93,53.1,480.1,31.85,28.6,57.7,25.3,Healthy,0
COW_01,2025-07-08,63,38.36,59.6,399.5,31.82,27.8,74.6,26.0,Healthy,0
COW_02,2025-07-08,231,38.32,42.0,499.0,28.23,28.6,66.9,26.0,Healthy,0
COW_03,2025-07-08,88,38.84,54.2,469.7,29.23,27.3,54.1,24.1,Healthy,0
COW_04,2025-07-08,85,38.76,49.8,484.9,23.83,27.7,68.3,25.4,Healthy,0
COW_05,2025-07-08,146,38.42,37.9,475.9,19.37,23.8,66.9,22.1,Healthy,0
COW_06,2025-07-08,225,38.36,65.5,463.2,21.57,27.3,65.4,24.9,Healthy,0
COW_07,2025-07-08,250,38.75,67.8,531.4,34.56,28.2,57.2,25.0,Healthy,0
COW_08,2025-07-08,213,38.39,47.8,547.1,31.46,27.8,54.0,24.4,Healthy,0
COW_09,2025-07-08,217,38.65,61.7,493.3,37.17,24.7,71.9,23.1,Healthy,0
COW_10,2025-07-08,278,38.49,64.5,471.9,27.39,27.9,63.8,25.2,Healthy,0
COW_11,2025-07-08,176,38.74,45.5,435.1,34.72,24.9,56.6,22.5,Healthy,0
COW_12,2025-07-08,77,38.69,53.8,432.1,19.16,27.9,79.8,26.4,Healthy,0
COW_13,2025-07-08,166,38.46,61.4,428.8,27.66,26.1,64.5,23.8,Healthy,0
COW_14,2025-07-08,147,38.52,53.7,466.2,32.23,25.2,78.4,23.9,Healthy,0
COW_15,2025-07-08,215,38.81,53.1,535.5,30.07,26.3,59.7,23.7,Healthy,0
COW_16,2025-07-08,110,38.68,69.0,463.4,29.33,25.1,59.1,22.7,Healthy,0
COW_17,2025-07-08,86,38.68,51.0,499.4,27.38,27.6,59.4,24.6,Healthy,0
COW_18,2025-07-08,69,38.35,65.1,471.3,26.05,26.5,63.0,24.1,Healthy,0
COW_19,2025-07-08,93,38.58,64.4,485.6,37.53,27.2,62.4,24.6,Healthy,0
COW_20,2025-07-08,264,39.02,46.2,452.8,36.11,26.9,56.0,23.9,Healthy,0
COW_21,2025-07-08,124,38.72,61.3,494.4,20.15,29.0,61.3,25.9,Healthy,0
COW_22,2025-07-08,243,38.44,46.8,485.8,20.85,29.3,53.6,25.5,Healthy,0
COW_23,2025-07-08,57,38.58,59.1,486.3,32.27,28.0,68.8,25.7,Healthy,0
COW_24,2025-07-08,187,38.62,61.9,428.8,25.78,27.6,70.6,25.5,Healthy,0
